Ward,Year,Service Request Type,Count
Humber River-Black Creek (07),2023,Res / Organic Green Bin / Not Picked Up,116
Humber River-Black Creek (07),2023,Res / Organic&Garbage / Not Picked Up,2
Humber River-Black Creek (07),2023,Res / Organic&Recycle / Not Picked Up,11
Humber River-Black Creek (07),2023,Res / Recycle / Multiple Addresses / Not Picked Up,22
Humber River-Black Creek (07),2023,Res / Recycle / Not Picked Up,108
Humber River-Black Creek (07),2023,Res / Recycle Front&Side / Not Picked Up,3
Humber River-Black Creek (07),2023,Res / Yard Waste Multiple Addresses / Not Picked Up,5
Humber River-Black Creek (07),2023,Res Above Comm / Nite Garbage / Not Picked Up,1
Humber River-Black Creek (07),2023,Reserved Lane,1
Humber River-Black Creek (07),2023,Residential / Nite Furniture / Not Picked Up,1
Humber River-Black Creek (07),2023,Residential / XMAS Tree / Not Picked Up,1
Humber River-Black Creek (07),2023,Residential / Yard Waste / Not Picked Up,24
Humber River-Black Creek (07),2023,Residential Furniture / Not Picked Up,133
Humber River-Black Creek (07),2023,Residential: Bin: Repair or Replace Body/Handle,173
Humber River-Black Creek (07),2023,Residential: Bin: Repair or Replace Lid,429
Humber River-Black Creek (07),2023,Residential: Bin: Repair or Replace Metal Bar,7
Humber River-Black Creek (07),2023,Residential: Bin: Repair or Replace Wheel,46
Humber River-Black Creek (07),2023,Residential: Bin: Wrong Delivery,33
Humber River-Black Creek (07),2023,Residential: Garbage Bin: Additional Extra Large,27
Humber River-Black Creek (07),2023,Residential: Garbage Bin: Additional Large,6
Humber River-Black Creek (07),2023,Residential: Garbage Bin: Additional Medium,7
Humber River-Black Creek (07),2023,Residential: Garbage Bin: Additional Small,4
Humber River-Black Creek (07),2023,Residential: Garbage Bin: Exchange to Extra Large,95
Humber River-Black Creek (07),2023,Residential: Garbage Bin: Exchange to Large,115
Humber River-Black Creek (07),2023,Residential: Garbage Bin: Exchange to Medium,84
Humber River-Black Creek (07),2023,Residential: Garbage Bin: Exchange to Small,68
Humber River-Black Creek (07),2023,Residential: Garbage Bin: Missing,55
Humber River-Black Creek (07),2023,Residential: Garbage Bin: New Account Extra Large,6
Humber River-Black Creek (07),2023,Residential: Garbage Bin: New Account Large,2
Humber River-Black Creek (07),2023,Residential: Garbage Bin: New Account Medium,6
Humber River-Black Creek (07),2023,Residential: Garbage Bin: New Account Small,5
Humber River-Black Creek (07),2023,Residential: Recycle Bin: Additional Extra Large,92
Humber River-Black Creek (07),2023,Residential: Recycle Bin: Additional Large,21
Humber River-Black Creek (07),2023,Residential: Recycle Bin: Additional Medium,5
Humber River-Black Creek (07),2023,Residential: Recycle Bin: Additional Small,2
Humber River-Black Creek (07),2023,Residential: Recycle Bin: Exchange to Large,54
Humber River-Black Creek (07),2023,Residential: Recycle Bin: Exchange to Medium,33
Humber River-Black Creek (07),2023,Residential: Recycle Bin: Exchange to Small,8
Humber River-Black Creek (07),2023,Residential: Recycle Bin: Missing,58
Humber River-Black Creek (07),2023,Residential: Recycle Bin: New Account Extra Large,8
Humber River-Black Creek (07),2023,Residential: Recycle Bin: New Account Large,4
Humber River-Black Creek (07),2023,Residential: Recycle Bin: New Account Medium,6
Humber River-Black Creek (07),2023,Residential:Recycle Bin:Exchange to Extra Large,116
Humber River-Black Creek (07),2023,Restoration Related,1
Humber River-Black Creek (07),2023,Retaining Wall - Damage / Repair,1
Humber River-Black Creek (07),2023,Road - Cleaning/Debris,122
Humber River-Black Creek (07),2023,Road - Damaged,220
Humber River-Black Creek (07),2023,Road - Graffiti Complaint,1
Humber River-Black Creek (07),2023,Road - Gravel Roads/Construction,3
Humber River-Black Creek (07),2023,Road - Plough Damage,2
Humber River-Black Creek (07),2023,Road - Pot hole,536
Humber River-Black Creek (07),2023,Road - Sanding / Salting Required,28
Humber River-Black Creek (07),2023,Road - Sinking,85
Humber River-Black Creek (07),2023,Road Ploughing Required,66
Humber River-Black Creek (07),2023,Road Water Ponding,7
Humber River-Black Creek (07),2023,Road-Winter Request/ Complaint,56
Humber River-Black Creek (07),2023,Roadside - Plough Damage,21
Humber River-Black Creek (07),2023,Roadside Utility Cut - Settlement,7
Humber River-Black Creek (07),2023,Roadway Utility Cut - Settlement,36
Humber River-Black Creek (07),2023,School Crossing Guard - No Show,2
Humber River-Black Creek (07),2023,School Safety Programs,1
Humber River-Black Creek (07),2023,School Zone Safety Review,1
Humber River-Black Creek (07),2023,Service - Protective Custody,5
Humber River-Black Creek (07),2023,Services - Protective Custody,17
Humber River-Black Creek (07),2023,Services - Wildlife Education,2
Humber River-Black Creek (07),2023,Sewer Odour,12
Humber River-Black Creek (07),2023,Sewer Service Line-Blocked,177
Humber River-Black Creek (07),2023,Sewer Service Line-Cleanout Repair,6
Humber River-Black Creek (07),2023,Sewer main-Backup,10
Humber River-Black Creek (07),2023,Sidewalk - Cleaning,30
Humber River-Black Creek (07),2023,Sidewalk - Damaged / Concrete,63
Humber River-Black Creek (07),2023,Sidewalk - Damaged /Brick/Interlock,6
Humber River-Black Creek (07),2023,Sidewalk - Graffiti Complaint,5
Humber River-Black Creek (07),2023,Sidewalk - Paraplegic Ramps,2
Humber River-Black Creek (07),2023,Sidewalk - Snow Clearing,31
Humber River-Black Creek (07),2023,Sidewalk Icy|| Needs Sand/Salt,8
Humber River-Black Creek (07),2023,Sidewalk-Water Ponding,1
Humber River-Black Creek (07),2023,Sight Line Obstruction,11
Humber River-Black Creek (07),2023,Signal Timing Review/Vehicle Delays,18
Humber River-Black Creek (07),2023,Signs,18
Humber River-Black Creek (07),2023,Sink Hole,1
Humber River-Black Creek (07),2023,Snow Removal - General,10
Humber River-Black Creek (07),2023,Snow Removal - Sightline Problem,13
Humber River-Black Creek (07),2023,Speed Bumps in Laneway,2
Humber River-Black Creek (07),2023,Speed Watch Programme,2
Humber River-Black Creek (07),2023,Spills/Cleanup/Collections Curb Day,63
Humber River-Black Creek (07),2023,Spills/Cleanup/Litter Operations,2
Humber River-Black Creek (07),2023,Spills/Cleanup/PRM,1
Humber River-Black Creek (07),2023,Staff Conduct/Collections Curb Day,47
Humber River-Black Creek (07),2023,Staff Conduct/Collections FEL,3
Humber River-Black Creek (07),2023,Staff Conduct/Non-Collections,1
Humber River-Black Creek (07),2023,Stationary Source Noise,10
Humber River-Black Creek (07),2023,Stoop N Scoop,3
Humber River-Black Creek (07),2023,Stray - At Large,60
Humber River-Black Creek (07),2023,Stray - Attack,4
Humber River-Black Creek (07),2023,Stray - Confined,68
Humber River-Black Creek (07),2023,Stray - Menace,1
Humber River-Black Creek (07),2023,Street furniture damaged,1
Humber River-Black Creek (07),2023,TAS Staff / Service Complaint,3
Humber River-Black Creek (07),2023,Taxi|| Limo Complaint,3
Humber River-Black Creek (07),2023,Time Limit or Excessive Duration Parking,2
Humber River-Black Creek (07),2023,Traffic Calming Measures,8
Humber River-Black Creek (07),2023,Traffic Island - Damaged,1
Humber River-Black Creek (07),2023,Traffic Island-Grass Needs Cutting,4
Humber River-Black Creek (07),2023,Traffic Sign - Graffiti Complaint,2
Humber River-Black Creek (07),2023,Traffic Signal Maintenance,94
Humber River-Black Creek (07),2023,Trees and Plants,1
Humber River-Black Creek (07),2023,Unknown - 30080-ROE,4
Humber River-Black Creek (07),2023,Unknown - AE-ASE02,8
Humber River-Black Creek (07),2023,Unknown - CSROBKL-03,2
Humber River-Black Creek (07),2023,Unknown - MLSBLEMMVN,5
Humber River-Black Creek (07),2023,Unknown - SRVCR,10
Humber River-Black Creek (07),2023,Unknown - TAS56,2
Humber River-Black Creek (07),2023,Unknown - TSO-CMP04,4
Humber River-Black Creek (07),2023,Unknown - TSO-CMP05,1
Humber River-Black Creek (07),2023,Unknown - TSO-CMP08,1
Humber River-Black Creek (07),2023,Unknown - TSO-CMP09,1
Humber River-Black Creek (07),2023,Unknown - TSO-CMP12,1
Humber River-Black Creek (07),2023,Unknown - TSO-PSOI,2
Humber River-Black Creek (07),2023,Unknown - TSO-VZ12,3
Humber River-Black Creek (07),2023,Unreasonable and Persistent Noise,51
Humber River-Black Creek (07),2023,Vehicles,1
Humber River-Black Creek (07),2023,Walkway - Snow Clearing/ Salting required,3
Humber River-Black Creek (07),2023,Walkway - damaged,46
Humber River-Black Creek (07),2023,Walkway-Weeds Need Cutting,26
Humber River-Black Creek (07),2023,Waste,269
Humber River-Black Creek (07),2023,Waste Storage,12
Humber River-Black Creek (07),2023,Water Meter-Leaking,16
Humber River-Black Creek (07),2023,Water Quality-Discoloured (Rusty or dirty) Water,19
Humber River-Black Creek (07),2023,Water Service Line - Low Pressure|| Low Flow - Ongoing,31
Humber River-Black Creek (07),2023,Water Service Line - Low Pressure|| Low Flow Inspection - (Sudden),33
Humber River-Black Creek (07),2023,Water Service Line-Check Water Service Box,97
Humber River-Black Creek (07),2023,Water Service Line-Leaking,42
Humber River-Black Creek (07),2023,Water Service Line-No Water,58
Humber River-Black Creek (07),2023,Water Service Line-Turn Off,132
Humber River-Black Creek (07),2023,Water Service Line-Turn Off/Burst,48
Humber River-Black Creek (07),2023,Water Service Line-Turn On,90
Humber River-Black Creek (07),2023,Water Service Test for High Lead Content,1
Humber River-Black Creek (07),2023,Water Valve-Leaking,2
Humber River-Black Creek (07),2023,Water-Miscellaneous,1
Humber River-Black Creek (07),2023,Watermain Valve - Turn Off,1
Humber River-Black Creek (07),2023,Watermain-Possible Break,42
Humber River-Black Creek (07),2023,West Nile Virus - Standing Water / Roadway,5
Humber River-Black Creek (07),2023,West Nile Virus-Standing Water / Roadside,1
Humber River-Black Creek (07),2023,Wrong Location/Time/Day,131
Humber River-Black Creek (07),2023,Zoning,193
Humber River-Black Creek (07),2024,Adequate Heat,62
Humber River-Black Creek (07),2024,All / Hazardous Waste / Pick Up Request,91
Humber River-Black Creek (07),2024,All-Way Stop Sign Controls,5
Humber River-Black Creek (07),2024,Amplified Sound,328
Humber River-Black Creek (07),2024,Application Mail Out / Non-Res,22
Humber River-Black Creek (07),2024,Application Status / Non-Res,1
Humber River-Black Creek (07),2024,Bin Investigation Request,54
Humber River-Black Creek (07),2024,Blocked Access By Parking,5
Humber River-Black Creek (07),2024,Boulevard - Pick-Up Shopping Carts,8
Humber River-Black Creek (07),2024,Boulevard - Plough Damage,35
Humber River-Black Creek (07),2024,Boulevards - Damaged Asphalt,50
Humber River-Black Creek (07),2024,Boulevards - Weed Removal,9
Humber River-Black Creek (07),2024,Boulevards-Grass Cutting,62
Humber River-Black Creek (07),2024,Bridge - Damaged Structure,1
Humber River-Black Creek (07),2024,Bridge - Debris / Litter,1
Humber River-Black Creek (07),2024,Bridge - Graffiti Complaint,9
Humber River-Black Creek (07),2024,Bridge Icy Needs Sand/Salt,1
Humber River-Black Creek (07),2024,Bus Stop Icy Needs Sand/Salt,5
Humber River-Black Creek (07),2024,Business Complaint,27
Humber River-Black Creek (07),2024,Bylaw Enforcement: Excavation,2
Humber River-Black Creek (07),2024,Cadaver - Domestic,39
Humber River-Black Creek (07),2024,Cadaver - Wildlife,285
Humber River-Black Creek (07),2024,Catch Basin - Blocked / Flooding,62
Humber River-Black Creek (07),2024,Catch Basin - Damaged Maintenance Requested,16
Humber River-Black Creek (07),2024,Catch Basin - Debris / Litter,7
Humber River-Black Creek (07),2024,Catch Basin -Cover Missing / Damaged / Loose,3
Humber River-Black Creek (07),2024,Catch basin (Storm) - Damage,15
Humber River-Black Creek (07),2024,Catch basin (Storm) - Other,4
Humber River-Black Creek (07),2024,Catch basin (Storm) - Overflowing,13
Humber River-Black Creek (07),2024,Catch basin Maintenance and Repair,10
Humber River-Black Creek (07),2024,Commercial Enterprises,1
Humber River-Black Creek (07),2024,Commercial Loading Zone,1
Humber River-Black Creek (07),2024,Complaint - Crossing Guard Conduct,15
Humber River-Black Creek (07),2024,Complaint / Investigation - Grass and Weeds Enforcement,37
Humber River-Black Creek (07),2024,Complaint / Investigation - Idling Enforcement,3
Humber River-Black Creek (07),2024,Complaint / Investigation - Leaves,5
Humber River-Black Creek (07),2024,Complaint / Investigation - Water Discharge,15
Humber River-Black Creek (07),2024,Complaint regarding Contractor,50
Humber River-Black Creek (07),2024,Complaint-Access,1
Humber River-Black Creek (07),2024,Complaint-Outcome of the Service,48
Humber River-Black Creek (07),2024,Complaint-Process and Procedures,10
Humber River-Black Creek (07),2024,Complaint-Staff Conduct,9
Humber River-Black Creek (07),2024,Complaint-Time Line of the Service,41
Humber River-Black Creek (07),2024,Complaint/Investigation - Encroachment,87
Humber River-Black Creek (07),2024,Complaint/Investigation -Abandoned Bikes,2
Humber River-Black Creek (07),2024,Compliment-Employee/Operation,1
Humber River-Black Creek (07),2024,Conduct,4
Humber River-Black Creek (07),2024,Construction Noise,35
Humber River-Black Creek (07),2024,Containers,16
Humber River-Black Creek (07),2024,Contaminated Waste/Preparation,16
Humber River-Black Creek (07),2024,Coyote Response - Danger to Public Safety,3
Humber River-Black Creek (07),2024,Culverts - Blocked,1
Humber River-Black Creek (07),2024,Curb - Adjust Height (Too High/Low),11
Humber River-Black Creek (07),2024,Curb - Damaged,14
Humber River-Black Creek (07),2024,Dead Animal On Expressway,2
Humber River-Black Creek (07),2024,Dispute SR Status/Bins,14
Humber River-Black Creek (07),2024,Dispute SR Status/Collections Curb Day,88
Humber River-Black Creek (07),2024,Dispute SR Status/Collections FEL,18
Humber River-Black Creek (07),2024,Dispute SR Status/Litter Operations,13
Humber River-Black Creek (07),2024,District Operations-Attitude and Behavior,5
Humber River-Black Creek (07),2024,District Operations-Compliment,2
Humber River-Black Creek (07),2024,District Operations-Construction Site Unsafe,1
Humber River-Black Creek (07),2024,District Operations-Contractor Related,5
Humber River-Black Creek (07),2024,District Operations-Equipment/Untidy Const Site,1
Humber River-Black Creek (07),2024,District Operations-Process,22
Humber River-Black Creek (07),2024,District Operations-Restoration,14
Humber River-Black Creek (07),2024,District Operations-Timeliness,36
Humber River-Black Creek (07),2024,Ditch Maintenance Requested,6
Humber River-Black Creek (07),2024,Dogs off Leash,16
Humber River-Black Creek (07),2024,Driveway - Damaged / Ponding,40
Humber River-Black Creek (07),2024,Driveway-Blocked By Windrow,23
Humber River-Black Creek (07),2024,Election Signs,1
Humber River-Black Creek (07),2024,Encroachments,5
Humber River-Black Creek (07),2024,Expressway requires cleaning.,2
Humber River-Black Creek (07),2024,FEL Multi-Res / Recycle Cart / Not Picked Up,7
Humber River-Black Creek (07),2024,FEL Multi-Res Furniture / Not Picked Up,55
Humber River-Black Creek (07),2024,FEL Non-Res / Garbage / Not Picked Up,32
Humber River-Black Creek (07),2024,FEL Non-Res Organic / Not Picked Up,5
Humber River-Black Creek (07),2024,FEL Non-Res Organic Cart / Not Picked Up,1
Humber River-Black Creek (07),2024,FEL Non-Res Recycle Cart / Not Picked Up,2
Humber River-Black Creek (07),2024,FEL Non-Res Recycle FEL / Not Picked Up,19
Humber River-Black Creek (07),2024,Fence,24
Humber River-Black Creek (07),2024,Fence - Damaged,10
Humber River-Black Creek (07),2024,Fireworks,9
Humber River-Black Creek (07),2024,Flashing Beacon Maintenance,1
Humber River-Black Creek (07),2024,Games,2
Humber River-Black Creek (07),2024,Garbage / Park / Bin Damaged,1
Humber River-Black Creek (07),2024,Garbage / Park / Bin Overflow,10
Humber River-Black Creek (07),2024,Garbage / Park / Bin Removal / Relocate,1
Humber River-Black Creek (07),2024,General Parking Regulations,4
Humber River-Black Creek (07),2024,Graffiti,12
Humber River-Black Creek (07),2024,Heavy Trucks,1
Humber River-Black Creek (07),2024,Hydrant-After Usage Test,10
Humber River-Black Creek (07),2024,Hydrant-Damage,9
Humber River-Black Creek (07),2024,Hydrant-Leaking,19
Humber River-Black Creek (07),2024,Ice and Snow Complaint,2
Humber River-Black Creek (07),2024,Illegal Dumping,31
Humber River-Black Creek (07),2024,Illegal Dumping in Park,5
Humber River-Black Creek (07),2024,Illegal Dumping on Road,20
Humber River-Black Creek (07),2024,Illegal Dumping on Roadside,35
Humber River-Black Creek (07),2024,Illegal Off-Street Parking,61
Humber River-Black Creek (07),2024,Illegal On-Street Parking,11
Humber River-Black Creek (07),2024,Injured - Domestic,61
Humber River-Black Creek (07),2024,Injured - Wildlife,304
Humber River-Black Creek (07),2024,Intersection Safety Review,10
Humber River-Black Creek (07),2024,Investigate - Animal Care,28
Humber River-Black Creek (07),2024,Investigate - Animal Extreme Condition,8
Humber River-Black Creek (07),2024,Investigate - Animal to Animal Bite,11
Humber River-Black Creek (07),2024,Investigate - Animal to Human Bite,21
Humber River-Black Creek (07),2024,Investigate - Attack to Animal,1
Humber River-Black Creek (07),2024,Investigate - Attack to Human,10
Humber River-Black Creek (07),2024,Investigate - Dog Excrement,21
Humber River-Black Creek (07),2024,Investigate - Dog Frequently At Large,23
Humber River-Black Creek (07),2024,Investigate - Licence,2
Humber River-Black Creek (07),2024,Investigate - Menace,19
Humber River-Black Creek (07),2024,Investigate - No Leash,15
Humber River-Black Creek (07),2024,Investigate - Noise,45
Humber River-Black Creek (07),2024,Investigate - Nuisance Cat,2
Humber River-Black Creek (07),2024,Investigate - Pigeons,2
Humber River-Black Creek (07),2024,Investigate - Pit Bull,9
Humber River-Black Creek (07),2024,Investigate - Prohibited Animal,11
Humber River-Black Creek (07),2024,Investigate - Shelter,9
Humber River-Black Creek (07),2024,Investigate - Tied Excessive Time,2
Humber River-Black Creek (07),2024,Investigate - Too Many,2
Humber River-Black Creek (07),2024,Investigate - Unsanitary Conditions,10
Humber River-Black Creek (07),2024,Investigate Pavement Markings,6
Humber River-Black Creek (07),2024,Investigate Regulatory Signs,14
Humber River-Black Creek (07),2024,Investigate Temporary Condition Signs,7
Humber River-Black Creek (07),2024,Investigate Vehicles Leaving Roadway,1
Humber River-Black Creek (07),2024,Investigate Warning Signs,6
Humber River-Black Creek (07),2024,Lane Designation,3
Humber River-Black Creek (07),2024,Laneway - Surface Damage,4
Humber River-Black Creek (07),2024,Litter / Bike Removal Inquiry,1
Humber River-Black Creek (07),2024,Litter / Bin / Overflow or Not Picked Up,31
Humber River-Black Creek (07),2024,Litter / Illegal Dumping Cleanup,243
Humber River-Black Creek (07),2024,Litter / Laneway / Clean Up,21
Humber River-Black Creek (07),2024,Litter / Sidewalk & Blvd / Pick Up Request,62
Humber River-Black Creek (07),2024,Litter/Needle Cleanup,9
Humber River-Black Creek (07),2024,Loading and Unloading Noise,2
Humber River-Black Creek (07),2024,Long Grass and Weeds,199
Humber River-Black Creek (07),2024,Maintenance Hole - Overflowing,13
Humber River-Black Creek (07),2024,Maintenance Hole-Damage,23
Humber River-Black Creek (07),2024,Maintenance Holes -Damage / Repair,29
Humber River-Black Creek (07),2024,Maintenance Holes Lid Loose/Missing,31
Humber River-Black Creek (07),2024,Missing/Damaged Signs,111
Humber River-Black Creek (07),2024,Missing/Damaged Watch Your Speed Boards,2
Humber River-Black Creek (07),2024,Missing/Faded Pavement Markings,16
Humber River-Black Creek (07),2024,Motor Vehicle Noise,8
Humber River-Black Creek (07),2024,Multi-Res / FEL / Bin Inventory,1
Humber River-Black Creek (07),2024,Multi-Res / Furniture Pile / Not Picked Up,11
Humber River-Black Creek (07),2024,Multi-Res / Garbage Front-End / Not Picked Up,27
Humber River-Black Creek (07),2024,Multi-Res / Garbage Pile / Not Picked Up,1
Humber River-Black Creek (07),2024,Multi-Res / Organic Cart / Not Picked Up,4
Humber River-Black Creek (07),2024,Multi-Res / Organic FEL / Not Picked Up,4
Humber River-Black Creek (07),2024,Multi-Res / Recycle Front-End / Not Picked Up,12
Humber River-Black Creek (07),2024,Multi-Res / Yard Waste / Not Picked Up,1
Humber River-Black Creek (07),2024,New Pedestrian Crossover,5
Humber River-Black Creek (07),2024,New Traffic Control Signal Request,3
Humber River-Black Creek (07),2024,Non-Res Garbage Bin / Not Picked Up,1
Humber River-Black Creek (07),2024,Non-Res Recycle Bin / Not Picked Up,1
Humber River-Black Creek (07),2024,Operator / Operations Compliment,3
Humber River-Black Creek (07),2024,PXO Maintenance,4
Humber River-Black Creek (07),2024,Park Use,37
Humber River-Black Creek (07),2024,Pollution Spill Response,21
Humber River-Black Creek (07),2024,Postering City Property/Structures,5
Humber River-Black Creek (07),2024,Power Device Noise,7
Humber River-Black Creek (07),2024,Prohibited Waste,5
Humber River-Black Creek (07),2024,Property Damaged/Collections Curb Day,7
Humber River-Black Creek (07),2024,Property Standards,645
Humber River-Black Creek (07),2024,Public Spaces Complaint,46
Humber River-Black Creek (07),2024,Publication Request - Solid Waste,54
Humber River-Black Creek (07),2024,Recycle / Park / Bin Overflow,1
Humber River-Black Creek (07),2024,Registration - Toronto Water,5
Humber River-Black Creek (07),2024,Res / Garbage / Multiple Addresses Not Picked Up,12
Humber River-Black Creek (07),2024,Res / Garbage / Not Picked Up,104
Humber River-Black Creek (07),2024,Res / Garbage Front&Side / Not Picked Up,8
Humber River-Black Creek (07),2024,Res / Nite Recycle / Not Picked Up,1
Humber River-Black Creek (07),2024,Res / Org&Garbage Front&Side / Not Picked Up,11
Humber River-Black Creek (07),2024,Res / Org&Garbage Multiple Addresses / Not Picked Up,1
Humber River-Black Creek (07),2024,Res / Org&Recycle Front&Side / Not Picked Up,4
Humber River-Black Creek (07),2024,Res / Organic Bin / Additional,98
Humber River-Black Creek (07),2024,Res / Organic Bin / New Account,4
Humber River-Black Creek (07),2024,Res / Organic Bin / Replace Missing,114
Humber River-Black Creek (07),2024,Res / Organic Front&Side / Not Picked Up,3
Humber River-Black Creek (07),2024,Res / Organic Green Bin / Multiple Addresses / Not Picked Up,21
Humber River-Black Creek (07),2024,Res / Organic Green Bin / Not Picked Up,104
Humber River-Black Creek (07),2024,Res / Organic&Garbage / Not Picked Up,5
Humber River-Black Creek (07),2024,Res / Organic&Recycle / Not Picked Up,6
Humber River-Black Creek (07),2024,Res / Recycle / Multiple Addresses / Not Picked Up,11
Humber River-Black Creek (07),2024,Res / Recycle / Not Picked Up,117
Humber River-Black Creek (07),2024,Res / Recycle Front&Side / Not Picked Up,11
Humber River-Black Creek (07),2024,Res / Yard Waste Multiple Addresses / Not Picked Up,14
Humber River-Black Creek (07),2024,Res Above Comm / Nite Garbage / Not Picked Up,1
Humber River-Black Creek (07),2024,Residential / XMAS Tree / Not Picked Up,1
Humber River-Black Creek (07),2024,Residential / Yard Waste / Not Picked Up,33
Humber River-Black Creek (07),2024,Residential Furniture / Not Picked Up,148
Humber River-Black Creek (07),2024,Residential: Bin: Repair or Replace Body/Handle,221
Humber River-Black Creek (07),2024,Residential: Bin: Repair or Replace Lid,618
Humber River-Black Creek (07),2024,Residential: Bin: Repair or Replace Metal Bar,8
Humber River-Black Creek (07),2024,Residential: Bin: Repair or Replace Wheel,62
Humber River-Black Creek (07),2024,Residential: Bin: Wrong Delivery,51
Humber River-Black Creek (07),2024,Residential: Garbage Bin: Additional Extra Large,31
Humber River-Black Creek (07),2024,Residential: Garbage Bin: Additional Large,7
Humber River-Black Creek (07),2024,Residential: Garbage Bin: Additional Medium,5
Humber River-Black Creek (07),2024,Residential: Garbage Bin: Additional Small,3
Humber River-Black Creek (07),2024,Residential: Garbage Bin: Exchange to Extra Large,85
Humber River-Black Creek (07),2024,Residential: Garbage Bin: Exchange to Large,123
Humber River-Black Creek (07),2024,Residential: Garbage Bin: Exchange to Medium,98
Humber River-Black Creek (07),2024,Residential: Garbage Bin: Exchange to Small,75
Humber River-Black Creek (07),2024,Residential: Garbage Bin: Missing,113
Humber River-Black Creek (07),2024,Residential: Garbage Bin: New Account Extra Large,3
Humber River-Black Creek (07),2024,Residential: Recycle Bin: Additional Extra Large,109
Humber River-Black Creek (07),2024,Residential: Recycle Bin: Additional Large,27
Humber River-Black Creek (07),2024,Residential: Recycle Bin: Additional Medium,5
Humber River-Black Creek (07),2024,Residential: Recycle Bin: Additional Small,1
Humber River-Black Creek (07),2024,Residential: Recycle Bin: Exchange to Large,49
Humber River-Black Creek (07),2024,Residential: Recycle Bin: Exchange to Medium,23
Humber River-Black Creek (07),2024,Residential: Recycle Bin: Exchange to Small,13
Humber River-Black Creek (07),2024,Residential: Recycle Bin: Missing,94
Humber River-Black Creek (07),2024,Residential: Recycle Bin: New Account Extra Large,1
Humber River-Black Creek (07),2024,Residential:Recycle Bin:Exchange to Extra Large,136
Humber River-Black Creek (07),2024,Restoration Related,14
Humber River-Black Creek (07),2024,Retaining Wall - Damage / Repair,2
Humber River-Black Creek (07),2024,Road - Cleaning/Debris,139
Humber River-Black Creek (07),2024,Road - Damaged,77
Humber River-Black Creek (07),2024,Road - Graffiti Complaint,1
Humber River-Black Creek (07),2024,Road - Gravel Roads/Construction,1
Humber River-Black Creek (07),2024,Road - Plough Damage,2
Humber River-Black Creek (07),2024,Road - Pot hole,315
Humber River-Black Creek (07),2024,Road - Sanding / Salting Required,21
Humber River-Black Creek (07),2024,Road - Sinking,64
Humber River-Black Creek (07),2024,Road Ploughing Required,9
Humber River-Black Creek (07),2024,Road Water Ponding,7
Humber River-Black Creek (07),2024,Roadside Utility Cut - Settlement,3
Humber River-Black Creek (07),2024,Roadway Utility Cut - Settlement,27
Humber River-Black Creek (07),2024,Rooming House,28
Humber River-Black Creek (07),2024,Salting-Winter (WSL/HYDT/VALVE/Watermain Break Locations etc.),1
Humber River-Black Creek (07),2024,School Zone Safety Review,2
Humber River-Black Creek (07),2024,School-Related Warning Signs,1
Humber River-Black Creek (07),2024,Service - Protective Custody,3
Humber River-Black Creek (07),2024,Services - Protective Custody,11
Humber River-Black Creek (07),2024,Services - Rabies Suspect,1
Humber River-Black Creek (07),2024,Sewer Odour,19
Humber River-Black Creek (07),2024,Sewer Service Line-Blocked,283
Humber River-Black Creek (07),2024,Sewer Service Line-Cleanout Repair,9
Humber River-Black Creek (07),2024,Sewer main-Backup,4
Humber River-Black Creek (07),2024,Sewer-See and Advise,1
Humber River-Black Creek (07),2024,Sidewalk - Cleaning,32
Humber River-Black Creek (07),2024,Sidewalk - Damaged / Concrete,77
Humber River-Black Creek (07),2024,Sidewalk - Damaged /Brick/Interlock,3
Humber River-Black Creek (07),2024,Sidewalk - Graffiti Complaint,6
Humber River-Black Creek (07),2024,Sidewalk - Paraplegic Ramps,2
Humber River-Black Creek (07),2024,Sidewalk - Snow Clearing,1
Humber River-Black Creek (07),2024,Sidewalk Icy|| Needs Sand/Salt,5
Humber River-Black Creek (07),2024,Sidewalk-Water Ponding,4
Humber River-Black Creek (07),2024,Sight Line Obstruction,6
Humber River-Black Creek (07),2024,Signs,13
Humber River-Black Creek (07),2024,Sink Hole,23
Humber River-Black Creek (07),2024,Spills/Cleanup/Collections Curb Day,68
Humber River-Black Creek (07),2024,Spills/Cleanup/Litter Operations,1
Humber River-Black Creek (07),2024,Spills/Cleanup/PRM,1
Humber River-Black Creek (07),2024,Staff Conduct/Collections Curb Day,53
Humber River-Black Creek (07),2024,Staff Conduct/Collections FEL,2
Humber River-Black Creek (07),2024,Staff Conduct/Litter Operations,3
Humber River-Black Creek (07),2024,Stationary Source Noise,16
Humber River-Black Creek (07),2024,Stoop N Scoop,1
Humber River-Black Creek (07),2024,Stray - At Large,85
Humber River-Black Creek (07),2024,Stray - Attack,6
Humber River-Black Creek (07),2024,Stray - Confined,89
Humber River-Black Creek (07),2024,Stray - Menace,2
Humber River-Black Creek (07),2024,Student Crossing Issues,1
Humber River-Black Creek (07),2024,TAS Staff / Service Complaint,5
Humber River-Black Creek (07),2024,Taxi|| Limo Complaint,1
Humber River-Black Creek (07),2024,Time Limit or Excessive Duration Parking,4
Humber River-Black Creek (07),2024,Traffic Calming Measures,5
Humber River-Black Creek (07),2024,Traffic Infiltration,1
Humber River-Black Creek (07),2024,Traffic Island - Damaged,1
Humber River-Black Creek (07),2024,Traffic Island-Grass Needs Cutting,12
Humber River-Black Creek (07),2024,Traffic Sign - Graffiti Complaint,1
