date,agegroup,cases_unvac_rate_per100K,cases_partial_vac_rate_per100K,cases_notfull_vac_rate_per100K,cases_full_vac_rate_per100K,cases_boost_vac_rate_per100K,cases_unvac_rate_7ma,cases_partial_vac_rate_7ma,cases_notfull_vac_rate_7ma,cases_full_vac_rate_7ma,cases_boost_vac_rate_7ma
2022-05-10,12-17yrs,,,1.89,2.22,2.91,,,4.86,3.52,4.86
2022-05-10,18-39yrs,,,3.18,4.34,8.11,,,7.66,6.91,17.46
2022-05-10,40-59yrs,,,5.94,4.26,7.82,,,7.28,8.27,16.96
2022-05-10,5-11yrs,,,4.44,3.29,0,,,4.28,5.06,0
2022-05-10,60+,,,45.6,8.38,9.75,,,66.55,13.89,19.24
2022-05-10,ALL,,,5.99,4.4,8.56,,,8.43,7.42,17.73
2022-05-11,0-4yrs,,,9.13,0,0,,,7.35,0,0
2022-05-11,12-17yrs,,,3.15,4.6,3.49,,,4.5,3.66,4.77
2022-05-11,18-39yrs,,,6.68,7.33,18.98,,,7.24,6.78,16.95
2022-05-11,40-59yrs,,,9.37,8.87,19.22,,,7.25,7.98,16.7
2022-05-11,5-11yrs,,,3.06,5.64,0,,,3.89,5.12,0
2022-05-11,60+,,,55.45,9.52,16.52,,,64.71,12.88,18.1
2022-05-11,ALL,,,8.23,7.45,17.7,,,8.13,7.21,17.05
2022-05-12,0-4yrs,,,8.3,0,0,,,7.39,0,0
2022-05-12,12-17yrs,,,5.67,4.92,6.39,,,4.5,3.64,4.51
2022-05-12,18-39yrs,,,7.48,7.08,19.75,,,6.92,6.54,16.53
2022-05-12,40-59yrs,,,10.06,9.88,20.63,,,7.54,7.95,16.24
2022-05-12,5-11yrs,,,4.45,8.21,0,,,3.91,5.38,0
2022-05-12,60+,,,46.19,14.77,18.39,,,55.99,12.44,16.92
2022-05-12,ALL,,,8.49,8.46,19.16,,,7.84,7.07,16.32
2022-05-13,0-4yrs,,,6.78,0,0,,,7.39,0,0
2022-05-13,12-17yrs,,,5.04,3.33,5.22,,,3.96,3.49,4.41
2022-05-13,18-39yrs,,,7.96,7.79,18.64,,,6.61,6.4,16
2022-05-13,40-59yrs,,,7.32,8.21,16.25,,,7.48,7.55,15.51
2022-05-13,5-11yrs,,,5.22,4.69,0,,,4.18,5.24,0
2022-05-13,60+,,,46.39,14.43,18.04,,,51.62,12.33,16.36
2022-05-13,ALL,,,7.9,7.77,17.34,,,7.64,6.86,15.72
2022-05-14,0-4yrs,,,5.39,0,0,,,7.09,0,0
2022-05-14,12-17yrs,,,3.15,3.65,3.47,,,3.87,3.53,3.9
2022-05-14,18-39yrs,,,5.58,6.07,15.03,,,6.34,6.09,15.37
2022-05-14,40-59yrs,,,7.1,4.78,14.43,,,7.28,6.99,14.86
2022-05-14,5-11yrs,,,2.3,5.39,0,,,3.79,5.23,0
2022-05-14,60+,,,47.78,9.01,14.97,,,49.88,11.36,15.74
2022-05-14,ALL,,,6.15,5.7,14.54,,,7.31,6.5,15.09
2022-05-15,0-4yrs,,,6.64,0,0,,,7.13,0,0
2022-05-15,12-17yrs,,,6.29,3.34,5.19,,,3.96,3.63,4.06
2022-05-15,18-39yrs,,,6.53,5.57,13.93,,,6.07,5.94,14.81
2022-05-15,40-59yrs,,,6.64,6.54,12.8,,,7.09,6.77,14.39
2022-05-15,5-11yrs,,,2.46,4.44,0,,,3.57,5.06,0
2022-05-15,60+,,,33.54,11.28,16.26,,,46.24,11.14,15.27
2022-05-15,ALL,,,6.42,6.05,14.31,,,7.06,6.35,14.61
2022-05-16,0-4yrs,,,6.36,0,0,,,6.96,0,0
2022-05-16,12-17yrs,,,0.63,1.59,2.31,,,3.69,3.38,4.14
2022-05-16,18-39yrs,,,5.26,3.09,8.45,,,6.1,5.9,14.7
2022-05-16,40-59yrs,,,2.98,4.19,9.18,,,7.06,6.68,14.33
2022-05-16,5-11yrs,,,1.85,3.04,0,,,3.4,4.96,0
2022-05-16,60+,,,33.73,9.02,11.46,,,44.1,10.92,15.06
2022-05-16,ALL,,,4.96,3.83,9.74,,,6.88,6.24,14.48
2022-05-17,0-4yrs,,,3.87,0,0,,,6.64,0,0
2022-05-17,12-17yrs,,,2.51,2.07,4.03,,,3.78,3.36,4.3
2022-05-17,18-39yrs,,,3.99,3.7,7.72,,,6.21,5.8,14.64
2022-05-17,40-59yrs,,,2.75,4.28,8.03,,,6.6,6.68,14.36
2022-05-17,5-11yrs,,,2.77,2.57,0,,,3.16,4.85,0
2022-05-17,60+,,,58.29,6.96,10.2,,,45.91,10.71,15.12
2022-05-17,ALL,,,5.04,3.89,8.73,,,6.74,6.16,14.5
2022-05-18,0-4yrs,,,6.5,0,0,,,6.26,0,0
2022-05-18,12-17yrs,,,4.4,4.3,6.33,,,3.96,3.31,4.71
2022-05-18,18-39yrs,,,6.38,5.12,16.52,,,6.17,5.49,14.29
2022-05-18,40-59yrs,,,7.33,5.71,15.92,,,6.31,6.23,13.89
2022-05-18,5-11yrs,,,3.23,7,0,,,3.18,5.05,0
2022-05-18,60+,,,66.06,8.3,13.52,,,47.43,10.54,14.69
2022-05-18,ALL,,,7.51,5.68,14.88,,,6.64,5.91,14.1
2022-05-19,0-4yrs,,,5.95,0,0,,,5.93,0,0
2022-05-19,12-17yrs,,,0,2.71,5.17,,,3.15,3,4.53
2022-05-19,18-39yrs,,,6.86,5.83,13.23,,,6.08,5.31,13.36
2022-05-19,40-59yrs,,,7.56,6.38,15.08,,,5.95,5.73,13.1
2022-05-19,5-11yrs,,,2.62,3.97,0,,,2.92,4.44,0
2022-05-19,60+,,,44.2,10.01,15.11,,,47.14,9.86,14.22
2022-05-19,ALL,,,6.43,5.85,14.37,,,6.34,5.54,13.42
2022-05-20,0-4yrs,,,4.7,0,0,,,5.63,0,0
2022-05-20,12-17yrs,,,3.77,2.39,3.44,,,2.96,2.86,4.28
2022-05-20,18-39yrs,,,3.83,5.47,13.59,,,5.49,4.98,12.64
2022-05-20,40-59yrs,,,4.81,6.55,13.22,,,5.6,5.49,12.67
2022-05-20,5-11yrs,,,1.69,3.97,0,,,2.42,4.34,0
2022-05-20,60+,,,44.48,10.98,12.35,,,46.87,9.37,13.41
2022-05-20,ALL,,,4.93,5.81,12.74,,,5.92,5.26,12.76
2022-05-21,0-4yrs,,,4.98,0,0,,,5.57,0,0
2022-05-21,12-17yrs,,,3.77,1.75,2.87,,,3.05,2.59,4.19
2022-05-21,18-39yrs,,,4.63,4.21,11.86,,,5.35,4.71,12.19
2022-05-21,40-59yrs,,,6.19,5.55,10.27,,,5.47,5.6,12.07
2022-05-21,5-11yrs,,,1.39,2.56,0,,,2.29,3.94,0
2022-05-21,60+,,,42.08,10.8,11.23,,,46.05,9.62,12.88
2022-05-21,ALL,,,5.27,4.8,10.9,,,5.79,5.13,12.24
2022-05-22,0-4yrs,,,4.29,0,0,,,5.24,0,0
2022-05-22,12-17yrs,,,1.88,2.07,0.57,,,2.42,2.41,3.53
2022-05-22,18-39yrs,,,3.04,3.85,9,,,4.86,4.47,11.48
2022-05-22,40-59yrs,,,6.42,4.79,8.81,,,5.43,5.35,11.5
2022-05-22,5-11yrs,,,2.93,1.63,0,,,2.35,3.53,0
2022-05-22,60+,,,43.45,8.15,10.21,,,47.47,9.17,12.01
2022-05-22,ALL,,,5.05,4.13,9.23,,,5.6,4.86,11.51
2022-05-23,0-4yrs,,,3.87,0,0,,,4.88,0,0
2022-05-23,12-17yrs,,,1.25,0.48,1.72,,,2.51,2.25,3.45
2022-05-23,18-39yrs,,,2.56,1.98,4.26,,,4.47,4.31,10.88
2022-05-23,40-59yrs,,,2.29,2.19,6.26,,,5.34,5.06,11.08
2022-05-23,5-11yrs,,,1.7,3.26,0,,,2.33,3.57,0
2022-05-23,60+,,,26.18,5.12,7.36,,,46.39,8.62,11.43
2022-05-23,ALL,,,3.29,2.3,6.07,,,5.36,4.64,10.99
2022-05-24,0-4yrs,,,2.77,0,0,,,4.72,0,0
2022-05-24,12-17yrs,,,1.25,0.96,0.57,,,2.33,2.09,2.95
2022-05-24,18-39yrs,,,2.24,2.03,5.1,,,4.22,4.07,10.51
2022-05-24,40-59yrs,,,2.75,1.85,6.08,,,5.34,4.72,10.81
2022-05-24,5-11yrs,,,1.23,1.86,0,,,2.11,3.46,0
2022-05-24,60+,,,26.36,6.08,5.53,,,41.83,8.49,10.76
2022-05-24,ALL,,,2.88,2.28,5.47,,,5.05,4.41,10.52
2022-05-25,0-4yrs,,,4.01,0,0,,,4.37,0,0
2022-05-25,12-17yrs,,,0,1.6,0.57,,,1.7,1.71,2.13
2022-05-25,18-39yrs,,,2.4,2.79,6.24,,,3.65,3.74,9.04
2022-05-25,40-59yrs,,,4.13,3.45,5.15,,,4.88,4.39,9.27
2022-05-25,5-11yrs,,,1.39,0.93,0,,,1.85,2.6,0
2022-05-25,60+,,,24.04,4.94,7.42,,,35.83,8.01,9.89
2022-05-25,ALL,,,3.37,2.87,6.24,,,4.46,4.01,9.29
2022-05-26,0-4yrs,,,4.29,0,0,,,4.13,0,0
2022-05-26,12-17yrs,,,1.25,1.44,5.14,,,1.88,1.53,2.13
2022-05-26,18-39yrs,,,4.96,4.21,14.03,,,3.38,3.51,9.15
2022-05-26,40-59yrs,,,2.98,4.71,11.98,,,4.22,4.16,8.82
2022-05-26,5-11yrs,,,0.93,6.05,0,,,1.61,2.89,0
2022-05-26,60+,,,44.69,4.95,9.45,,,35.9,7.29,9.08
2022-05-26,ALL,,,4.42,4.22,11.33,,,4.17,3.77,8.85
2022-05-27,0-4yrs,,,3.46,0,0,,,3.95,0,0
2022-05-27,12-17yrs,,,3.13,2.39,3.42,,,1.79,1.53,2.12
2022-05-27,18-39yrs,,,4.64,3.1,10.18,,,3.5,3.17,8.67
2022-05-27,40-59yrs,,,4.36,3.96,9.16,,,4.16,3.79,8.24
2022-05-27,5-11yrs,,,2.01,2.79,0,,,1.65,2.73,0
2022-05-27,60+,,,37.1,6.1,10.91,,,34.84,6.59,8.87
2022-05-27,ALL,,,4.5,3.52,9.99,,,4.11,3.45,8.46
2022-05-28,0-4yrs,,,2.9,0,0,,,3.66,0,0
2022-05-28,12-17yrs,,,3.13,1.76,6.26,,,1.7,1.53,2.61
2022-05-28,18-39yrs,,,4.33,3.76,10.33,,,3.45,3.1,8.45
2022-05-28,40-59yrs,,,3.67,4.04,8.54,,,3.8,3.57,8
2022-05-28,5-11yrs,,,2.62,3.49,0,,,1.83,2.86,0
2022-05-28,60+,,,21.84,8.39,8.57,,,31.95,6.25,8.49
2022-05-28,ALL,,,3.86,4.05,8.97,,,3.91,3.34,8.19
2022-05-29,0-4yrs,,,2.35,0,0,,,3.38,0,0
2022-05-29,12-17yrs,,,1.88,1.6,1.14,,,1.7,1.46,2.69
2022-05-29,18-39yrs,,,3.21,3,8.25,,,3.48,2.98,8.34
2022-05-29,40-59yrs,,,4.82,4.8,7.57,,,3.57,3.57,7.82
2022-05-29,5-11yrs,,,1.7,2.55,0,,,1.65,2.99,0
2022-05-29,60+,,,29.71,4.2,8.43,,,29.99,5.68,8.24
2022-05-29,ALL,,,3.56,3.36,7.94,,,3.7,3.23,8
2022-05-30,0-4yrs,,,2.35,0,0,,,3.16,0,0
2022-05-30,12-17yrs,,,1.88,0.8,2.84,,,1.79,1.51,2.85
2022-05-30,18-39yrs,,,2.08,1.22,3.94,,,3.41,2.87,8.3
2022-05-30,40-59yrs,,,2.53,2.86,4.97,,,3.61,3.67,7.64
2022-05-30,5-11yrs,,,0.46,2.32,0,,,1.48,2.86,0
2022-05-30,60+,,,19.44,3.82,5.31,,,29.03,5.5,7.95
2022-05-30,ALL,,,2.33,1.96,4.79,,,3.56,3.18,7.82
2022-05-31,0-4yrs,,,3.46,0,0,,,3.26,0,0
2022-05-31,12-17yrs,,,1.25,1.12,1.14,,,1.79,1.53,2.93
2022-05-31,18-39yrs,,,2.25,2.29,5.4,,,3.41,2.91,8.34
2022-05-31,40-59yrs,,,3.45,2.7,3.7,,,3.71,3.79,7.3
2022-05-31,5-11yrs,,,1.54,0.93,0,,,1.52,2.72,0
2022-05-31,60+,,,20.9,4.2,5.31,,,28.25,5.23,7.91
2022-05-31,ALL,,,3.08,2.32,4.73,,,3.59,3.19,7.71
2022-06-01,0-4yrs,,,5.26,0,0,,,3.44,0,0
2022-06-01,12-17yrs,,,4.38,1.76,1.13,,,2.41,1.55,3.01
2022-06-01,18-39yrs,,,5.62,4.47,10.73,,,3.87,3.15,8.98
2022-06-01,40-59yrs,,,4.37,4.47,7.96,,,3.74,3.93,7.7
2022-06-01,5-11yrs,,,2.01,2.78,409.8,,,1.61,2.99,58.54
2022-06-01,60+,,,27.67,5.55,7.71,,,28.76,5.32,7.96
2022-06-01,ALL,,,4.99,4.08,8.44,,,3.82,3.36,8.03
2022-06-02,0-4yrs,,,4.29,0,0,,,3.44,0,0
2022-06-02,12-17yrs,,,2.5,2.4,2.27,,,2.59,1.69,2.6
2022-06-02,18-39yrs,,,4.01,3.51,8.4,,,3.73,3.05,8.18
2022-06-02,40-59yrs,,,4.14,2.95,9.5,,,3.91,3.68,7.34
2022-06-02,5-11yrs,,,1.24,2.09,0,,,1.65,2.42,58.54
2022-06-02,60+,,,35.9,7.46,9.84,,,27.51,5.67,8.01
2022-06-02,ALL,,,4.24,3.53,9.17,,,3.79,3.26,7.72
2022-06-03,0-4yrs,,,2.9,0,0,,,3.36,0,0
2022-06-03,12-17yrs,,,3.13,1.12,3.4,,,2.59,1.51,2.6
2022-06-03,18-39yrs,,,4.66,3.61,8.29,,,3.74,3.12,7.91
2022-06-03,40-59yrs,,,2.53,3.63,7.43,,,3.64,3.64,7.1
2022-06-03,5-11yrs,,,2.47,2.32,0,,,1.72,2.35,58.54
2022-06-03,60+,,,25.45,3.45,7.81,,,25.84,5.3,7.57
2022-06-03,ALL,,,3.79,3.15,7.71,,,3.69,3.21,7.39
2022-06-04,0-4yrs,,,4.29,0,0,,,3.56,0,0
2022-06-04,12-17yrs,,,2.5,1.6,3.39,,,2.5,1.49,2.19
2022-06-04,18-39yrs,,,3.7,3.35,7.56,,,3.65,3.06,7.51
2022-06-04,40-59yrs,,,2.99,2.87,7.38,,,3.55,3.47,6.93
2022-06-04,5-11yrs,,,2.01,2.55,0,,,1.63,2.22,58.54
2022-06-04,60+,,,17.49,8.06,6.25,,,25.22,5.25,7.24
2022-06-04,ALL,,,3.65,3.45,6.88,,,3.66,3.12,7.09
2022-06-05,0-4yrs,,,1.94,0,0,,,3.5,0,0
2022-06-05,12-17yrs,,,0.62,1.6,1.69,,,2.32,1.49,2.27
2022-06-05,18-39yrs,,,2.25,2.95,7.04,,,3.51,3.06,7.34
2022-06-05,40-59yrs,,,2.99,2.7,6.11,,,3.29,3.17,6.72
2022-06-05,5-11yrs,,,0.77,0.93,0,,,1.5,1.99,58.54
2022-06-05,60+,,,17.55,4.41,5.57,,,23.49,5.28,6.83
2022-06-05,ALL,,,2.26,2.68,6.03,,,3.48,3.02,6.82
2022-06-06,0-4yrs,,,2.77,0,0,,,3.56,0,0
2022-06-06,12-17yrs,,,1.87,0.64,1.13,,,2.32,1.46,2.02
2022-06-06,18-39yrs,,,1.93,1.47,3.63,,,3.49,3.09,7.29
2022-06-06,40-59yrs,,,2.3,1.69,3.65,,,3.25,3,6.53
2022-06-06,5-11yrs,,,1.39,0.69,0,,,1.63,1.76,58.54
2022-06-06,60+,,,19.04,2.3,4.8,,,23.43,5.06,6.76
2022-06-06,ALL,,,2.56,1.44,4.04,,,3.51,2.95,6.71
2022-06-07,0-4yrs,,,3.6,0,0,,,3.58,0,0
2022-06-07,12-17yrs,,,0.62,1.12,4.52,,,2.23,1.46,2.5
2022-06-07,18-39yrs,,,2.41,1.27,3.94,,,3.51,2.95,7.08
2022-06-07,40-59yrs,,,2.99,2.19,3.56,,,3.19,2.93,6.51
2022-06-07,5-11yrs,,,1.7,1.85,0,,,1.66,1.89,58.54
2022-06-07,60+,,,16.46,2.69,4.15,,,22.79,4.85,6.59
2022-06-07,ALL,,,2.93,1.69,3.92,,,3.49,2.86,6.6
2022-06-08,0-4yrs,,,5.12,0,0,,,3.56,0,0
2022-06-08,12-17yrs,,,2.5,2.4,3.39,,,1.96,1.55,2.83
2022-06-08,18-39yrs,,,4.34,3.1,9.37,,,3.33,2.75,6.89
2022-06-08,40-59yrs,,,4.37,3.97,8.92,,,3.19,2.86,6.65
2022-06-08,5-11yrs,,,2.17,5.09,0,,,1.68,2.22,0
2022-06-08,60+,,,19.26,5.18,7.02,,,21.59,4.79,6.49
2022-06-08,ALL,,,4.33,3.64,8.14,,,3.39,2.8,6.56
2022-06-09,0-4yrs,,,2.21,0,0,,,3.26,0,0
2022-06-09,12-17yrs,,,2.5,1.12,1.69,,,1.96,1.37,2.74
2022-06-09,18-39yrs,,,4.02,3,7.71,,,3.33,2.68,6.79
2022-06-09,40-59yrs,,,1.84,3.71,7.73,,,2.86,2.97,6.4
2022-06-09,5-11yrs,,,0.46,1.62,0,,,1.57,2.15,0
2022-06-09,60+,,,42.9,4.61,7.19,,,22.59,4.39,6.11
2022-06-09,ALL,,,3.27,2.98,7.36,,,3.26,2.72,6.3
2022-06-10,0-4yrs,,,4.29,0,0,,,3.46,0,0
2022-06-10,12-17yrs,,,1.25,2.08,3.94,,,1.69,1.51,2.82
2022-06-10,18-39yrs,,,2.58,3.05,8.07,,,3.03,2.6,6.76
2022-06-10,40-59yrs,,,1.84,2.62,7.16,,,2.76,2.82,6.36
2022-06-10,5-11yrs,,,1.39,2.32,0,,,1.41,2.15,0
2022-06-10,60+,,,18.97,5.77,5.98,,,21.67,4.72,5.85
2022-06-10,ALL,,,3.01,3.05,6.84,,,3.14,2.7,6.17
2022-06-11,0-4yrs,,,2.49,0,0,,,3.2,0,0
2022-06-11,12-17yrs,,,1.25,1.28,2.25,,,1.52,1.46,2.66
2022-06-11,18-39yrs,,,3.7,3.1,8.33,,,3.03,2.56,6.87
2022-06-11,40-59yrs,,,2.99,3.46,6.24,,,2.76,2.91,6.2
2022-06-11,5-11yrs,,,1.86,1.16,0,,,1.39,1.95,0
2022-06-11,60+,,,29.96,3.85,6.88,,,23.45,4.12,5.94
2022-06-11,ALL,,,3.39,2.86,6.95,,,3.11,2.62,6.18
2022-06-12,0-4yrs,,,3.04,0,0,,,3.36,0,0
2022-06-12,12-17yrs,,,2.49,1.44,1.69,,,1.78,1.44,2.66
2022-06-12,18-39yrs,,,1.61,2.7,5.9,,,2.94,2.53,6.71
2022-06-12,40-59yrs,,,1.61,1.86,5.89,,,2.56,2.79,6.16
2022-06-12,5-11yrs,,,0.62,1.39,0,,,1.37,2.02,0
2022-06-12,60+,,,23.2,3.08,6.21,,,24.26,3.93,6.03
2022-06-12,ALL,,,2.41,2.24,5.92,,,3.13,2.56,6.17
2022-06-13,0-4yrs,,,1.24,0,0,,,3.14,0,0
2022-06-13,12-17yrs,,,0.62,0.32,0,,,1.6,1.39,2.5
2022-06-13,18-39yrs,,,1.77,1.48,3.67,,,2.92,2.53,6.71
2022-06-13,40-59yrs,,,1.84,1.18,3.07,,,2.5,2.71,6.08
2022-06-13,5-11yrs,,,0.31,1.16,0,,,1.22,2.08,0
2022-06-13,60+,,,20.59,3.47,3.04,,,24.48,4.09,5.78
2022-06-13,ALL,,,1.73,1.44,3.14,,,3.01,2.56,6.04
2022-06-14,0-4yrs,,,2.63,0,0,,,3,0,0
2022-06-14,12-17yrs,,,0,0.64,1.69,,,1.52,1.33,2.09
2022-06-14,18-39yrs,,,2.26,1.17,4.03,,,2.9,2.51,6.73
2022-06-14,40-59yrs,,,1.61,1.77,3.69,,,2.3,2.65,6.1
2022-06-14,5-11yrs,,,0.77,1.39,0,,,1.08,2.02,0
2022-06-14,60+,,,23.53,2.7,3.51,,,25.49,4.09,5.69
2022-06-14,ALL,,,2.33,1.44,3.66,,,2.92,2.52,6
2022-06-15,0-4yrs,,,2.21,0,0,,,2.59,0,0
2022-06-15,12-17yrs,,,0.62,1.12,5.05,,,1.25,1.14,2.33
2022-06-15,18-39yrs,,,3.22,2.44,8.84,,,2.74,2.42,6.65
2022-06-15,40-59yrs,,,2.99,1.52,6.89,,,2.1,2.3,5.81
2022-06-15,5-11yrs,,,1.55,2.77,0,,,0.99,1.69,0
2022-06-15,60+,,,29.31,3.66,6.58,,,26.92,3.88,5.63
2022-06-15,ALL,,,3.05,2.2,7.23,,,2.74,2.32,5.87
2022-06-16,0-4yrs,,,2.49,0,0,,,2.63,0,0
2022-06-16,12-17yrs,,,1.87,0.48,3.93,,,1.16,1.05,2.65
2022-06-16,18-39yrs,,,2.1,2.6,7.91,,,2.46,2.36,6.68
2022-06-16,40-59yrs,,,3.22,3.89,7.16,,,2.3,2.33,5.73
2022-06-16,5-11yrs,,,0.93,3.7,0,,,1.06,1.98,0
2022-06-16,60+,,,21.06,3.47,6.17,,,23.8,3.71,5.48
2022-06-16,ALL,,,2.6,2.84,6.88,,,2.65,2.3,5.8
2022-06-17,0-4yrs,,,4.01,0,0,,,2.59,0,0
2022-06-17,12-17yrs,,,0.62,0.8,1.12,,,1.07,0.87,2.25
2022-06-17,18-39yrs,,,3.55,3.56,10.18,,,2.6,2.44,6.98
2022-06-17,40-59yrs,,,2.3,2.2,7.07,,,2.37,2.27,5.72
2022-06-17,5-11yrs,,,0.77,2.08,0,,,0.97,1.95,0
2022-06-17,60+,,,18.36,3.48,6.71,,,23.72,3.39,5.59
2022-06-17,ALL,,,3.01,2.71,7.6,,,2.65,2.25,5.91
2022-06-18,0-4yrs,,,4.01,0,0,,,2.8,0,0
2022-06-18,12-17yrs,,,0.62,1.13,2.24,,,0.98,0.85,2.25
2022-06-18,18-39yrs,,,4.52,1.99,5.37,,,2.72,2.28,6.56
2022-06-18,40-59yrs,,,2.3,1.86,5.57,,,2.27,2.04,5.62
2022-06-18,5-11yrs,,,0,0.92,0,,,0.71,1.92,0
2022-06-18,60+,,,18.43,4.64,7.08,,,22.07,3.5,5.61
2022-06-18,ALL,,,3.05,2.03,6.05,,,2.6,2.13,5.78
2022-06-19,0-4yrs,,,2.07,0,0,,,2.67,0,0
2022-06-19,12-17yrs,,,2.49,1.29,1.12,,,0.98,0.83,2.16
2022-06-19,18-39yrs,,,1.94,2.09,5.32,,,2.77,2.19,6.47
2022-06-19,40-59yrs,,,2.77,2.62,4.48,,,2.43,2.15,5.42
2022-06-19,5-11yrs,,,0.47,2.54,0,,,0.69,2.08,0
2022-06-19,60+,,,29.85,4.64,5.9,,,23.02,3.72,5.57
2022-06-19,ALL,,,2.53,2.44,5.19,,,2.61,2.16,5.68
2022-06-20,0-4yrs,,,1.8,0,0,,,2.75,0,0
2022-06-20,12-17yrs,,,0,0.64,1.68,,,0.89,0.87,2.4
2022-06-20,18-39yrs,,,0.48,1.17,3.31,,,2.58,2.15,6.42
2022-06-20,40-59yrs,,,2.3,1.35,3.34,,,2.5,2.17,5.46
2022-06-20,5-11yrs,,,0.62,1.38,0,,,0.73,2.11,0
2022-06-20,60+,,,22.83,2.71,3.47,,,23.34,3.61,5.63
2022-06-20,ALL,,,1.73,1.33,3.34,,,2.61,2.14,5.71
2022-06-21,0-4yrs,,,1.94,0,0,,,2.65,0,0
2022-06-21,12-17yrs,,,0,0.97,3.91,,,0.89,0.92,2.72
2022-06-21,18-39yrs,,,3.71,0.87,4.85,,,2.79,2.1,6.54
2022-06-21,40-59yrs,,,4.84,1.27,4.52,,,2.96,2.1,5.58
2022-06-21,5-11yrs,,,1.86,1.84,0,,,0.89,2.18,0
2022-06-21,60+,,,21.59,4.06,4.35,,,23.06,3.81,5.75
2022-06-21,ALL,,,3.21,1.42,4.52,,,2.74,2.14,5.83
2022-06-22,0-4yrs,,,2.07,0,0,,,2.63,0,0
2022-06-22,12-17yrs,,,0.62,0.97,3.35,,,0.89,0.9,2.48
2022-06-22,18-39yrs,,,2.74,1.58,8.93,,,2.72,1.98,6.55
2022-06-22,40-59yrs,,,1.84,2.71,7.33,,,2.8,2.27,5.64
2022-06-22,5-11yrs,,,1.4,2.54,0,,,0.86,2.14,0
2022-06-22,60+,,,30.5,4.64,7.04,,,23.23,3.95,5.82
2022-06-22,ALL,,,2.68,2.2,7.54,,,2.69,2.14,5.87
2022-06-23,0-4yrs,,,3.73,0,0,,,2.8,0,0
2022-06-23,12-17yrs,,,0,1.29,2.79,,,0.62,1.01,2.32
2022-06-23,18-39yrs,,,4.2,2.39,8.93,,,3.02,1.95,6.7
2022-06-23,40-59yrs,,,0.92,3.21,8.42,,,2.47,2.17,5.82
2022-06-23,5-11yrs,,,1.55,1.38,0,,,0.95,1.81,0
2022-06-23,60+,,,21.91,5.03,8.69,,,23.35,4.17,6.18
2022-06-23,ALL,,,3.09,2.65,8.53,,,2.76,2.11,6.11
